movieId,title,genres,overview,director,keywords
63768,Tattooed Life (Irezumi ichidai) (1965),Crime|Drama,"‘Tattooed Life' begins with a parasol wielding Yakuza assassin attacking a rickshaw. It almost looks like feudal Japan until somebody pulls a gun and we're reminded that it's the 20th century. Post-shooting, the assassin delivers his bounty to his brother (to pay for his art school education) before getting ambushed in one of the few rickshaw-jacking incidents in film history, and being rescued by his art-student brother.  In the aftermath, one brother is marked for death by the Yakuza, and the other brother won't go to art school with blood on his hands, so they decide the perfect way to deal with such hardships is to become fugitive construction workers in northern Japan . And why not?",seijunsuzuki,yakuza japanese new wave
63808,"Class, The (Entre les murs) (2008)",Drama,Teacher and novelist François Bégaudeau plays a version of himself as he negotiates a year with his racially mixed students from a tough Parisian neighborhood.,laurentcantet,"paris, france socially deprived family literature illegal immigration immigrant education boredom class society violence in schools republicanism teacher school high school teacher school life teachers and students"
63826,Splinter (2008),Action|Horror|Thriller,"When their plans for a nature trip go awry, Polly and boyfriend Seth decide to check into a motel. On their way, they're carjacked and kidnapped by low-rent crooks Dennis and Lacey, who take the victims and their SUV to a nearby gas station. Along the way, they encounter an increasingly terrifying horde of parasites, and if any of them intend to survive, they'll have to outsmart the deadly organisms.",tobywilkins,monster creature alien infection
63853,Australia (2008),Adventure|Drama|War|Western,"Set in northern Australia before World War II, an English aristocrat who inherits a sprawling ranch reluctantly pacts with a stock-man in order to protect her new property from a takeover plot. As the pair drive 2,000 head of cattle over unforgiving landscape, they experience the bombing of Darwin by Japanese forces firsthand.",bazluhrmann,missionary world war ii ranch australia racist cattle drive prejudice aftercreditsstinger stampede waltzing matilda trampled to death
63859,Bolt (2008),Action|Adventure|Animation|Children|Comedy,"Bolt is the star of the biggest show in Hollywood. The only problem is, he thinks it's real. After he's accidentally shipped to New York City and separated from Penny, his beloved co-star and owner, Bolt must harness all his ""super powers"" to find a way home.",chriswilliams byronhoward,hamster human animal relationship animal cat vs dog duringcreditsstinger pets dog cat friendship animal lead
63876,Milk (2008),Drama,"The true story of Harvey Milk, the first openly gay man ever elected to public office. In San Francisco in the late 1970s, Harvey Milk becomes an activist for gay rights and inspires others to join him in his fight for equal rights that should be available to all Americans.",gusvansant,"california san francisco, california homophobia 1970s mayor biography politics politician election campaign based on true story murder male homosexuality gay interest morality election lgbt candlelight vigil lgbt activist mayoral campaign gay history gay gay rights"
63992,Twilight (2008),Drama|Fantasy|Romance|Thriller,"When Bella Swan moves to a small town in the Pacific Northwest, she falls in love with Edward Cullen, a mysterious classmate who reveals himself to be a 108-year-old vampire. Despite Edward's repeated cautions, Bella can't stay away from him, a fatal move that endangers her own life.",catherinehardwicke,soulmates based on novel or book vampire forbidden love immortality high school teen movie trust desire washington state duringcreditsstinger woman director interspecies romance based on young adult novel supernatural power good versus evil high school romance vampire human love
64010,"Children, The (2008)",Horror,A relaxing Christmas vacation turns into a terrifying fight for survival as the children begin to turn on their parents,tomshankland,supernatural
64030,Transporter 3 (2008),Action|Adventure|Crime|Thriller,"Frank Martin puts the driving gloves on to deliver Valentina, the kidnapped daughter of a Ukranian government official, from Marseilles to Odessa on the Black Sea. En route, he has to contend with thugs who want to intercept Valentina's safe delivery and not let his personal feelings get in the way of his dangerous objective.",oliviermegaton,killing detective martial arts police love police chase gunfight taken action hero
64032,Four Christmases (2008),Comedy,"Brad and Kate have made something of an art form out of avoiding their families during the holidays, but this year their foolproof plan is about go bust -- big time. Stuck at the city airport after all departing flights are canceled, the couple is embarrassed to see their ruse exposed to the world by an overzealous television reporter. Now, Brad and Kate are left with precious little choice other than to swallow their pride and suffer the rounds.",sethgordon,holiday romantic comedy dysfunctional family family relationships boyfriend girlfriend relationship christmas
64034,"Boy in the Striped Pajamas, The (Boy in the Striped Pyjamas, The) (2008)",Drama|War,"When his family moves from their home in Berlin to a strange new house in Poland, young Bruno befriends Shmuel, a boy who lives on the other side of the fence where everyone seems to be wearing striped pajamas. Unaware of Shmuel's fate as a Jewish prisoner or the role his own Nazi father plays in his imprisonment, Bruno embarks on a dangerous journey inside the camp's walls.",markherman,based on novel or book nationalism concentration camp world war ii gas chamber nazi concentration camp prisoner children in wartime
64114,Fireproof (2008),Drama|Romance,"Caleb Holt, a heroic fire captain who values dedication and service to others above all else. But the most important partnership in his life, his marriage, is about to go up in smoke. This gripping story follows one man's desire to transform his life and marriage through the healing power of faith and fully embrace the fireman's code: ""Never leave your partner behind.""",alexkendrick,fire parent child relationship husband wife relationship advice marriage faith dysfunctional marriage religious conversion hospital marital problem firefighter christian film christian
64116,Igor (2008),Animation|Comedy,"A cliché hunchbacked evil scientist's assistant aspires to become a scientist himself, much to the displeasure of the rest of the evil science community.",tonyleondis,experiment mad scientist henchman hunchback doomsday device evil genius evil scientist
64167,Dinotopia (2002),Adventure|Fantasy,,,
64197,Hunger (2008),Drama,"The story of Bobby Sands, the IRA member who led the 1981 hunger strike during The Troubles in which Irish Republican prisoners tried to win political status.",stevemcqueen,"prison police brutality prisoner hunger strike biography northern ireland belfast, north ireland catholic priest 1980s ira"
64231,Punisher: War Zone (2008),Action|Crime|Drama|Thriller,"Waging his one-man war on the world of organized crime, ruthless vigilante-hero Frank Castle sets his sights on overeager mob boss Billy Russoti. After Russoti is left horribly disfigured by Castle, he sets out for vengeance under his new alias: Jigsaw. With the ""Punisher Task Force"" hot on his trail and the FBI unable to take Jigsaw in, Frank must stand up to the formidable army that Jigsaw has recruited before more of his evil deeds go unpunished.",lexialexander,fbi broken neck wall safe trashed house military dress uniform vanity flare woman director
64249,Shrek the Halls (2007),Adventure|Animation|Comedy|Fantasy,"The Christmas tree isn't the only thing green in this new holiday classic. Shrek is back and trying to get into the spirit of the season. After promising Fiona and the kids a Christmas they'll remember, he is forced to take a crash course in the holiday. But just when he thinks he has everything for their quiet family Christmas just right, there is a knock at the door.",garytrousdale,holiday based on novel or book cat fairy tale donkey christmas tree cartoon christmas short film
64278,"Pervert's Guide to Cinema, The (2006)",Documentary,"The Pervert's Guide to Cinema offers an introduction into some of Žižek's most exciting ideas on fantasy, reality, sexuality, subjectivity, desire, materiality and cinematic form. Whether he is untangling the famously baffling films of David Lynch, or overturning everything you thought you knew about Hitchcock, Žižek illuminates the screen with his passion, intellect, and unfailing sense of humour.",sophiefiennes,philosophy pop culture psychoanalysis film and cinema woman director cinema history
64285,Wallace and Gromit in 'A Matter of Loaf and Death' (2008),Animation|Comedy,"Wallace and Gromit open a bakery, accidentally getting tied up with a murder mystery in the process. But when Wallace falls in love, Gromit is left to solve the case by himself.",nickpark,bakery murder romance mystery stop motion serial killer dog animal abuse claymation plasticine
64497,"Day the Earth Stood Still, The (2008)",Drama|Sci-Fi|Thriller|IMAX,"A representative of an alien race that went through drastic evolution to survive its own climate change, Klaatu comes to Earth to assess whether humanity can prevent the environmental damage they have inflicted on their own planet. When barred from speaking to the United Nations, he decides humankind shall be exterminated so the planet can survive.",scottderrickson,extraterrestrial technology spacecraft ultimatum evacuation panic government remake ufo alien end of the world giant robot tank social commentary power outage interrogation environmentalism threat alien contact central park messenger nanobots disintegration
64499,Che: Part One (2008),Drama|War,"The Argentine, begins as Che and a band of Cuban exiles (led by Fidel Castro) reach the Cuban shore from Mexico in 1956. Within two years, they mobilized popular support and an army and toppled the U.S.-friendly regime of dictator Fulgencio Batista.",stevensoderbergh,cuba biography fidel castro cuban revolution che guevara 1950s
64501,Che: Part Two (2008),Drama|War,"After the Cuban Revolution, Che is at the height of his fame and power. Then he disappears, re-emerging incognito in Bolivia, where he organizes a small group of Cuban comrades and Bolivian recruits to start the great Latin American Revolution. Through this story, we come to understand how Che remains a symbol of idealism and heroism that lives in the hearts of people around the world.",stevensoderbergh,"biography che guevara bolivian army la paz, bolivia"
64575,Doubt (2008),Drama|Mystery,"In 1964, a Catholic school nun questions a priest's ambiguous relationship with a troubled young student, suspecting him of abuse. He denies the charges, and much of the film's quick-fire dialogue tackles themes of religion, morality, and authority.",johnpatrickshanley,sexual abuse wine janitor singing pedophile gossip compassion tolerance 1960s
64614,Gran Torino (2008),Crime|Drama,"Disgruntled Korean War veteran Walt Kowalski sets out to reform his neighbor, Thao Lor, a Hmong teenager who tried to steal Kowalski's prized possession: a 1972 Gran Torino.",clinteastwood,"rape war veteran immigration gangster priest gang old man detroit, michigan widower hmong"
64620,Frost/Nixon (2008),Drama,"For three years after being forced from office, Nixon remained silent. But in summer 1977, the steely, cunning former commander-in-chief agreed to sit for one all-inclusive interview to confront the questions of his time in office and the Watergate scandal that ended his presidency. Nixon surprised everyone in selecting Frost as his televised confessor, intending to easily outfox the breezy British showman and secure a place in the hearts and minds of Americans. Likewise, Frost's team harboured doubts about their boss's ability to hold his own. But as the cameras rolled, a charged battle of wits resulted.",ronhoward,usa president 1970s camera lie scandal watergate scandal politics richard nixon reporter writer
64622,"Reader, The (2008)",Drama|Romance,"The story of Michael Berg, a German lawyer who, as a teenager in the late 1950s, had an affair with an older woman, Hanna, who then disappeared only to resurface years later as one of the defendants in a war crimes trial stemming from her actions as a concentration camp guard late in the war. He alone realizes that Hanna is illiterate and may be concealing that fact at the expense of her freedom.",stephendaldry,germany based on novel or book war crimes women's prison trial female prisoner reading aloud love affair law student teenage sexuality older woman younger man relationship reading to someone secret lover shame literacy west germany courtroom drama
64695,Sword of the Stranger (Sutorejia: Mukô hadan) (2007),Action|Adventure|Animation,"Pursued by formidable Chinese assassins, young Kotaro and his dog run into No Name, a mysterious stranger who gets pulled into the chase. The unlikely companions form a bond over saving the dog from a poison attack, but chaos erupts when the assassins find Kotaro, and No Name must face his past before a horrible fate is met again.",masahiroando,swordplay samurai human animal relationship swordsman espionage dog sengoku period feudal japan
64716,Seven Pounds (2008),Drama,An IRS agent with a fateful secret embarks on an extraordinary journey of redemption by forever changing the lives of seven strangers.,gabrielemuccino,sadness vegetarian tax collector blind pianist organ transplant blood type sad story
64839,"Wrestler, The (2008)",Drama,"Aging wrestler Randy ""The Ram"" Robinson is long past his prime but still ready and rarin' to go on the pro-wrestling circuit. After a particularly brutal beating, however, Randy hangs up his tights, pursues a serious relationship with a long-in-the-tooth stripper, and tries to reconnect with his estranged daughter. But he can't resist the lure of the ring and readies himself for a comeback.",darrenaronofsky,new jersey supermarket heart attack ambition daughter wrestling sports stripper steroids fame barbed wire wrestler redemption
64957,"Curious Case of Benjamin Button, The (2008)",Drama|Fantasy|Mystery|Romance,"I was born under unusual circumstances. And so begins The Curious Case of Benjamin Button, adapted from the 1920s story by F. Scott Fitzgerald about a man who is born in his eighties and ages backwards: a man, like any of us, who is unable to stop time. We follow his story, set in New Orleans, from the end of World War I in 1918 into the 21st century, following his journey that is as unusual as any man's life can be. Benjamin Button, is a grand tale of a not-so-ordinary man and the people and places he discovers along the way, the loves he finds, the joys of life and the sadness of death, and what lasts beyond time.",davidfincher,diary navy funeral tea travel hospital based on short story reverse aging
64969,Yes Man (2008),Comedy,Carl Allen has stumbled across a way to shake free of post-divorce blues and a dead-end job: embrace life and say yes to everything.,peytonreed,bungee-jump scooter
64983,Valkyrie (2008),Drama|Thriller|War,"Wounded in Africa during World War II, Nazi Col. Claus von Stauffenberg returns to his native Germany and joins the Resistance in a daring plan to create a shadow government and assassinate Adolf Hitler. When events unfold so that he becomes a central player, he finds himself tasked with both leading the coup and personally killing the Führer.",bryansinger,"berlin, germany suicide bomb assassination resistance husband wife relationship world war ii nazi plan friendship deception treason colonel military officer plot german officer medal operation valkyrie"
64993,5 Centimeters per Second (Byôsoku 5 senchimêtoru) (2007),Animation|Drama|Romance,"Three moments in Takaki's life: his relationship with Akari and their forced separation; his friendship with Kanae, who is secretly in love with him; the demands and disappointments of adulthood, an unhappy life in a cold city.",makotoshinkai,melancholy surf train motorcycle separation childhood friends anime growing apart rocket launch site
64997,War of the Worlds (2005),Action|Sci-Fi,"In this modern retelling of H.G. Wells' classic sci-fi horror, civilization is laid to ruin when a super race of aliens invades Earth. In a blink of an eye, massive ""walkers"" cover the planet, annihilating all in their path. As cities crumble and human flesh is ripped from the bone, one man struggles to find the one weapon that will turn the tide for mankind.",davidmichaellatt,dystopia space invasion alien priest astronomer soldier alien invasion
65037,Ben X (2007),Drama,"Harassed by bullies because of his mild autism, teen Ben finds refuge in an online computer game, which leads him to his virtual dream girl, Scarlite. Together, the odd couple seeks revenge against Ben's tormentors.",nicbalthazar,underdog autism mobbing dangerous virtual reality games asperger's syndrome school life
65088,Bedtime Stories (2008),Adventure|Children|Comedy,Skeeter Bronson is a down-on-his-luck guy who's always telling bedtime stories to his niece and nephew. But his life is turned upside down when the fantastical stories he makes up for entertainment inexplicably turn into reality. Can a bewildered Skeeter manage his own unruly fantasies now that the outrageous characters and situations from his mind have morphed into actual people and events?,adamshankman,wishes come true escapade disorder imaginary miraculous event imaginary kingdom life turned upside down nothing goes right
65126,Choke (2008),Comedy|Drama,A sex-addicted con-man pays for his mother's hospital bills by playing on the sympathies of those who rescue him from choking to death.,clarkgregg,restaurant strip club alzheimer's disease sex addiction friends scam hospital choking
65130,Revolutionary Road (2008),Drama|Romance,A young couple living in a Connecticut suburb during the mid-1950s struggle to come to terms with their personal problems while trying to raise their two children. Based on a novel by Richard Yates.,sammendes,adultery based on novel or book jealousy husband wife relationship infidelity american dream housewife career marriage crisis connecticut suburbia free spirit unhappiness getaway aspiring actor 1950s unhappy marriage feeling trapped bleak
65133,Blackadder Back & Forth (1999),Comedy,"What was a cunning plan from Lord Edmund Blackadder V to fake a time machine on his gullibly incompetent friends, turns out to be the real thing and hurls him and his imbecile underling, Baldrick, through the course of human history.",paulweiland,time travel
65135,Blackadder's Christmas Carol (1988),Comedy,,,
65188,Dear Zachary: A Letter to a Son About His Father (2008),Documentary,"In 2001, Andrew Bagby, a medical resident, is murdered not long after breaking up with his girlfriend. Soon after, when she announces she's pregnant, one of Andrew's many close friends, Kurt Kuenne, begins this film, a gift to the child.",kurtkuenne,loss of loved one parent child relationship husband wife relationship grandparent grandchild relationship narration pregnancy murder break-up psychiatrist older woman younger man relationship mourning medical school
65193,Wild Child (2008),Drama|Romance,"Sixteen-year-old Poppy has everything her unlimited credit cards can buy, and a spoiled attitude to match. After a final thoughtless prank, her exasperated father ships her off to boarding school in England. There, Poppy meets her match in a stern headmistress and a class full of girls who will not tolerate her selfishness.",nickmoore,diving england boarding school spoiled child girls' boarding school malibu lacrosse school teen movie love interest laptop discipline intimidation school mate change of plan all girls school
65216,Defiance (2008),Drama|Thriller|War,"Based on a true story, during World War II, four Jewish brothers escape their Nazi-occupied homeland of West Belarus in Poland and join the Soviet partisans to combat the Nazis. The brothers begin the rescue of roughly 1,200 Jews still trapped in the ghettos of Poland.",edwardzwick,sibling relationship fight world war ii brother forest camp partisan
65225,Zeitgeist: Addendum (2008),Documentary,"Zeitgeist: Addendum premiered at the 5th Annual Artivist Film Festival. Director Peter Joseph stated: ""The failure of our world to resolve the issues of war, poverty, and corruption, rests within a gross ignorance about what guides human behavior to begin with. It address the true source of the instability in our society, while offering the only fundamental, long-term solution.""",peterjoseph,corruption war on terror economic theory economy banking president elite conspiracy theory
65230,Marley & Me (2008),Comedy|Drama,"A newly married couple who, in the process of starting a family, learn many of life's important lessons from their trouble-loving retriever, Marley. Packed with plenty of laughs to lighten the load, the film explores the highs and lows of marriage, maturity and confronting one's own mortality, as seen through the lens of family life with a dog.",davidfrankel,journalist based on novel or book puppy love dog duringcreditsstinger pets columnist animal lead pet ownership
65261,Ponyo (Gake no ue no Ponyo) (2008),Adventure|Animation|Children|Fantasy,"The son of a sailor, 5-year-old Sosuke, lives a quiet life on an oceanside cliff with his mother Lisa. One fateful day, he finds a beautiful goldfish trapped in a bottle on the beach and upon rescuing her, names her Ponyo. But she is no ordinary goldfish.",hayaomiyazaki,mother fish cliff father mermaid princess anime
65350,"General Died at Dawn, The (1936)",Adventure|Crime|Thriller,"China, 1930s, during the ravaging civil war. General Pen entrusts O'Hara, an intrepid American adventurer, with the mission of providing a large sum of money to Mr. Wu with the task of buying weapons in Shanghai to help end General Yang's tyranny that keeps an entire province under his ruthless iron boot.",lewismilestone,"arms deal shanghai, china warlord chinese civil war 1930s father daughter relationship"
65359,Earthsea (Legend of Earthsea) (2004),Adventure|Drama|Fantasy,,,
65514,Ip Man (2008),Action|Drama|War,"A semi-biographical account of Yip Man, the first martial arts master to teach the Chinese martial art of Wing Chun. The film focuses on events surrounding Ip that took place in the city of Foshan between the 1930s to 1940s during the Second Sino-Japanese War. Directed by Wilson Yip, the film stars Donnie Yen in the lead role, and features fight choreography by Sammo Hung.",wilsonyip,foreigner martial arts kung fu katana bravery rice market sports tragic hero second sino-japanese war (1937-45) racism sadist master wing chun bayonet
65577,"Tale of Despereaux, The (2008)",Adventure|Animation|Children|Comedy|Fantasy,"Once upon a time... in the far away kingdom of Dor... lived a brave and virtuous mouse with comically oversized ears who dreamt of becoming a knight. Banished from his home for having such lofty ambitions, Despereaux sets off on an amazing adventure with his good-hearted rat friend Roscuro, who leads him, at long last, on a very noble quest to rescue an endangered princess and save an entire kingdom from darkness.",robertstevenhagen samfell,based on novel or book loyalty totalitarian regime mouse forgiveness honor unlikely friendship chivalry animal lead
65585,Bride Wars (2009),Comedy|Romance,Two best friends become rivals when their respective weddings are accidentally booked for the same day.,garywinick,bride friendship engagement rivalry wedding family feud
65588,"Gamers, The: Dorkness Rising (2008)",Action|Adventure|Comedy|Fantasy,"All Lodge wants is for his gaming group to finish their adventure. Unfortunately, they're more interested in seducing barmaids, mooning their enemies, and setting random villagers on fire. Desperate to rein in his players, Lodge injects two newbies into the party: a non-player character controlled by Lodge, who the power gamers immediately distrust, and the rarest gamer of all -- a girl.",mattvancil,
65596,Mesrine: Killer Instinct (L'instinct de mort) (2008),Action|Crime|Drama|Thriller,"Jacques Mesrine, a loyal son and dedicated soldier, is back home and living with his parents after serving in the Algerian War. Soon he is seduced by the neon glamour of sixties Paris and the easy money it presents. Mentored by Guido, Mesrine turns his back on middle class law-abiding and soon moves swiftly up the criminal ladder.",jean-françoisrichet,"france casino based on novel or book kidnapping gangster montreal, canada based on true story prison escape murder shootout bank robbery ex soldier 1960s algerian war"
65601,My Bloody Valentine 3-D (2009),Horror|Thriller,"Ten years ago, a tragedy changed the town of Harmony forever. Tom Hanniger, an inexperienced coal miner, caused an accident in the tunnels that trapped and killed five men and sent the only survivor, Harry Warden, into a permanent coma. But Harry Warden wanted revenge. Exactly one year later, on Valentine’s Day, he woke up…and brutally murdered twenty-two people with a pickaxe before being killed.",patricklussier,sheriff miner delusion head injury remake slaughter gas mask aftercreditsstinger
65631,Battle in Seattle (2007),Action|Drama,"Thousands of activists arrive in Seattle, Washington in masses to protest the WTO Ministerial Conference of 1999 (World Trade Organization). Although it began as a peaceful protest with a goal of stopping the WTO talks, it escalated into a full-scale riot and eventually, a State of Emergency that pitted protesters against the Seattle Police Department and the National Guard.",stuarttownsend,"seattle, usa protest world trade organisation based on true story 1990s"
65642,"Timecrimes (Cronocrímenes, Los) (2007)",Sci-Fi|Thriller,A man accidentally gets into a time machine and travels back in time nearly an hour. Finding himself will be the first of a series of disasters of unforeseeable consequences.,nachovigalondo,scissors radio bicycle time travel woods surrealism car accident scientist machine binoculars injury voyeur loop
65651,Fire and Ice (2008),Adventure|Fantasy,Princess Luisa and knight Gabriel must face a dragon to save their kingdom.,pitof,fire kingdom knight dragon king
65682,Underworld: Rise of the Lycans (2009),Action|Fantasy|Horror|Thriller,"A prequel to the first two Underworld films, this fantasy explains the origins of the feud between the Vampires and the Lycans. Aided by his secret love, Sonja, courageous Lucian leads the Lycans in battle against brutal Vampire king Viktor. Determined to break the king's enslavement of his people, Lucian faces off against the Death Dealer army in a bid for Lycan independence.",patricktatopoulos,prison slavery castle vampire forbidden love werewolf battle slave fictional war gothic dungeon dark fantasy aristocracy urban gothic
65685,Inkheart (2008),Adventure|Fantasy,"The adventures of a father and his young daughter, in their search for a long lost book that will help reunite a missing, close relative.",iainsoftley,fairy tale eavesdropping writer's block
65738,Revenge of the Nerds III: The Next Generation (1992),Comedy,"The nerds are now in control of the university, as a result of Lewis Skolnick and the rest's actions in the two previous movies. A new generation of sportsmen arrive, however, determined on winning the school back. The principle, himself an ex-nerd fighter, helps them, and the nerds return to suppression. Harold Skolnick needs help from his uncle Lewis, the hero of the first two movies. Lewis, however, are not too proud of his nerd past, and won't reveal any of it, much less help his nephew. However, his wife makes him change his mind, and with help from his friends from the first two movies, they start the fight to win the school back, using classic nerd tricks.",rolandmesa,
65740,Revenge of the Nerds IV: Nerds in Love (1994),Comedy|Romance,"Lewis and his nerdy friends attend Booger's wedding to the daughter of a rich politician, but nerd-haters in the family do everything possible to prevent the wedding going ahead. Meanwhile, Lewis awaits with eagerness the birth of his unborn foetal child...",stevezacharias,
65802,Paul Blart: Mall Cop (2009),Action|Comedy|Crime,"Mild-mannered Paul Blart has always had huge dreams of becoming a State Trooper. Until then, he patrols the local mall as a security guard. With his closely cropped moustache, personal transporter and gung-ho attitude, only Blart seems to take his job seriously. All that changes when a team of thugs raids the mall and takes hostages. Untrained, unarmed and a super-size target, Blart has to become a real cop to save the day.",stevecarr,security guard duringcreditsstinger
65810,Notorious (2009),Drama|Musical,"""Notorious"" is the story of Christopher Wallace. Through raw talent and sheer determination, Wallace transforms himself from Brooklyn street hustler (once selling crack to pregnant women) to one of the greatest rappers of all time: The Notorious B.I.G. Follow his meteoric rise to fame and his refusal to succumb to expectations - redefining our notion of ""The American Dream.""","georgetillman,jr.",rap music ghetto murder death boom box rapping crack addict gold tooth praying
65882,"Uninvited, The (2009)",Drama|Horror|Mystery|Thriller,"Anna returns home after spending time in a psychiatric facility following her mother's tragic death and discovers that her mother's former nurse, Rachel, has moved into their house and become engaged to her father. Soon after she learns this shocking news, Anna is visited by her mother's ghost, who warns her that Rachel has evil intentions.",charlesguard thomasguard,remake death of mother evil stepmother evil woman white dress unsent letter medical kit hanging a picture chalkboard
65982,Outlander (2008),Action|Adventure|Sci-Fi,"During the reign of the Vikings, a man from another world crash-lands on Earth, bringing with him an alien predator. The man must fuse his advanced technology with the weaponry of the vikings to fight the monster.",howardmccain,norway predator monster flying saucer viking alien alien invasion
66090,Eden Lake (2008),Horror|Thriller,"Eden Lake is a relentlessly tense and immaculately paced horror-thriller about modern youth gone wild. When a young couple goes to a remote wooded lake for a romantic getaway, their quiet weekend is shattered by an aggressive group of local kids. Rowdiness quickly turns to rage as the teens terrorize the couple in unimaginable ways, and a weekend outing becomes a bloody battle for survival.",jameswatkins,beach husband wife relationship lake camping rottweiler sadism forest revenge survival fear couple gang violence teenage killer
66097,Coraline (2009),Animation|Fantasy|Thriller,"When Coraline moves to an old house, she feels bored and neglected by her parents. She finds a hidden door with a bricked up passage. During the night, she crosses the passage and finds a parallel world where everybody has buttons instead of eyes, with caring parents and all her dreams coming true. When the Other Mother invites Coraline to stay in her world forever, the girl refuses and finds that the alternate reality where she is trapped is only a trick to lure her.",henryselick,based on novel or book dream eye stop motion stuffed animal parallel world button new home secret door aftercreditsstinger duringcreditsstinger
66171,Push (2009),Sci-Fi|Thriller,"After his father, an assassin, is brutally murdered, Nick Gant vows revenge on Division, the covert government agency that dabbles in psychic warfare and experimental drugs. Hiding in Hong Kong's underworld, Nick assembles a band of rogue psychics dedicated to destroying Division. Together with Cassie, a teenage clairvoyant, Nick goes in search of a missing girl and a stolen suitcase that could be the key to accomplishing their mutual goal.",paulmcguigan,psychokinesis mind control secret government organization clairvoyance hong kong
66198,"International, The (2009)",Drama|Thriller,"An interpol agent and an attorney are determined to bring one of the world's most powerful banks to justice. Uncovering money laundering, arms trading, and conspiracy to destabilize world governments, their investigation takes them from Berlin, Milan, New York and Istanbul. Finding themselves in a chase across the globe, their relentless tenacity puts their own lives at risk.",tomtykwer,duringcreditsstinger
66203,He's Just Not That Into You (2009),Comedy|Drama|Romance,"Remember that really cute girl/guy who said they'd call – and didn't? Maybe they lost your number. Maybe they're in the hospital. Maybe they're awed by your looks, brains or success. Or maybe... They're just not that into you.",kenkwapis,"based on novel or book baltimore, usa dating relationship break-up duringcreditsstinger online dating dating woes single woman"
66240,Dead Like Me: Life After Death (2009),Comedy|Fantasy,"When George and her colleagues get a new boss whose focus is on moving souls quickly and enjoying life without consequences, the team begins to break the strict reaper rules. While her friends fall victim to their desires for money, success, and fame, George breaks another rule by revealing her true identity to her living family.",stephenherek,suicide life and death coma afterlife
66297,Futurama: Into the Wild Green Yonder (2009),Action|Animation|Comedy|Sci-Fi,"Leela becomes an outlaw when she and a group of ecologically-minded feminists attempt to save an asteroid of primitive life forms and the Violet Dwarf star from being destroyed, while Fry joins a secret society and attempts to stop a mysterious species known as the ""Dark Ones"" from destroying all life in the universe.",peteravanzino,saving the world megaphone feminism future wormhole alien life-form richard nixon head in jar
66310,Frontière(s) (2007),Drama|Horror|Thriller,"A gang of young thieves flee Paris during the violent aftermath of a political election, only to hole up at an Inn run by neo-Nazis.",xaviergens,fascism nazi chase sadism blood splatter beating dress mad scientist gore dinner torture corpse execution cruelty cannibal death macabre screaming bloodbath mad family new french extremism
66320,"11th Hour, The (2007)",Documentary,"A look at the state of the global environment including visionary and practical solutions for restoring the planet's ecosystems. Featuring ongoing dialogues of experts from all over the world, including former Soviet Prime Minister Mikhail Gorbachev, renowned scientist Stephen Hawking, former head of the CIA R. James Woolse",nadiaconners leilaconners,climate change greenhouse effect hurricane temperature drop ice melting destroy climate weather natural disaster global warming polar bear scientist woman director
66335,Afro Samurai: Resurrection (2009),Animation,Afro Samurai avenged his father and found a life of peace. But the legendary master is forced back into the game by a beautiful and deadly woman from his past. The sparks of violence dropped along Afro’s bloody path now burn out of control – and nowhere are the flames of hatred more intense than in the eyes of Sio.,fuminorikizaki,japan samurai feudal japan afro-descendants afro hair style
66371,Departures (Okuribito) (2008),Drama,"Daigo, a cellist, is laid off from his orchestra and moves with his wife back to his small hometown where the living is cheaper. Thinking he’s applying for a job at a travel agency he finds he’s being interviewed for work with departures of a more permanent nature – as an undertaker’s assistant.",yojirotakita,coffin octopus cello dying and death funeral musical based on memoir or autobiography odd job yamagata
66427,My Name Is Bruce (2007),Comedy|Horror,B Movie Legend Bruce Campbell is mistaken for his character Ash from the Evil Dead trilogy and forced to fight a real monster in a small town in Oregon.,brucecampbell,parody parallel world
66509,Funny People (2009),Comedy|Drama,"Famous and wealthy funnyman George Simmons doesn't give much thought to how he treats people until a doctor delivers stunning health news, forcing George to reevaluate his priorities with a little help from aspiring stand-up comic Ira.",juddapatow,male friendship comedian cancer
66511,Berlin Calling (2008),Comedy|Drama,A man tours clubs around the globe with his manager and girlfriend. On the eve of their largest album release he is admitted to a psychiatric clinic after overdosing at a gig.,hannesstöhr,drug abuse techno drugs psychiatry
66544,Nuremberg (2000),Drama|War,,,
66665,Away We Go (2009),Comedy|Drama|Romance,"Verona and Burt have moved to Colorado to be close to Burt's parents but, with Veronica expecting their first child, Burt's parents decide to move to Belgium, now leaving them in a place they hate and without a support structure in place. They set off on a whirlwind tour of of disparate locations where they have friends or relatives, sampling not only different cities and climates but also different families. Along the way they realize that the journey is less about discovering where they want to live and more about figuring out what type of parents they want to be.",sammendes,interracial relationship biracial bedtime story unmarried couple medical illustrator disguised voice student protest sonogram
66744,"Divo, Il (2008)",Drama,"Italy, early '90s. Calm, clever and inscrutable, politician Giulio Andreotti has been synonymous with power for decades. He has survived everything: electoral battles, terrorist massacres, loss of friends, slanderous accusations; but now certain repentant mobsters implicate him in the crimes of Cosa Nostra.",paolosorrentino,italy vatican 1970s prime minister biography politics mafia italian history 1980s 1990s state crimes cosa nostra domestic terrorism pentito repentant mobster
66783,Friday the 13th (2009),Horror,A group of young adults visit a boarded up campsite named Crystal Lake where they soon encounter the mysterious Jason Voorhees and his deadly intentions.,marcusnispel,cabin in the woods axe murder camp counselor
